R_gds_inst (Vctrl=0) X,R_gds_inst (Vctrl=0) Y,R_gds_inst (Vctrl=0.1) X,R_gds_inst (Vctrl=0.1) Y,R_gds_inst (Vctrl=0.2) X,R_gds_inst (Vctrl=0.2) Y,R_gds_inst (Vctrl=0.3) X,R_gds_inst (Vctrl=0.3) Y,R_gds_inst (Vctrl=0.4) X,R_gds_inst (Vctrl=0.4) Y,R_gds_inst (Vctrl=0.5) X,R_gds_inst (Vctrl=0.5) Y,R_gds_inst (Vctrl=0.05) X,R_gds_inst (Vctrl=0.05) Y,R_gds_inst (Vctrl=0.15) X,R_gds_inst (Vctrl=0.15) Y,R_gds_inst (Vctrl=0.25) X,R_gds_inst (Vctrl=0.25) Y,R_gds_inst (Vctrl=0.35) X,R_gds_inst (Vctrl=0.35) Y,R_gds_inst (Vctrl=0.45) X,R_gds_inst (Vctrl=0.45) Y
0.13,184252.2506,0.13,163875.416,0.13,139779.9015,0.13,111184.7234,0.13,77667.35862,0.13,39970.50063,0.13,174479.3734,0.13,152342.942,0.13,126087.483,0.13,95032.53802,0.13,59233.51152
0.131,184255.4717,0.131,163876.8673,0.131,139777.6035,0.131,111174.6511,0.131,77640.60217,0.131,39904.14242,0.131,174481.8818,0.131,152342.8567,0.131,126082.0041,0.131,95015.75924,0.131,59191.4653
0.132,184256.5456,0.132,163876.4012,0.132,139773.6514,0.132,111163.2204,0.132,77612.79397,0.132,39836.97838,0.132,174482.3539,0.132,152340.9813,0.132,126075.0156,0.132,94997.77699,0.132,59148.5039
0.133,184255.4366,0.133,163873.9859,0.133,139768.0186,0.133,111150.4111,0.133,77583.92199,0.133,39769.00771,0.133,174480.7559,0.133,152337.2865,0.133,126066.4937,0.133,94978.57488,0.133,59104.62042
0.134,184252.1098,0.134,163869.5907,0.134,139760.6793,0.134,111136.2035,0.134,77553.97468,0.134,39700.2299,0.134,174477.0549,0.134,152331.7438,0.134,126056.4156,0.134,94958.13699,0.134,59059.80832
0.135,184246.5316,0.135,163863.1855,0.135,139751.6082,0.135,111120.5785,0.135,77522.9409,0.135,39630.64475,0.135,174471.2187,0.135,152324.3255,0.135,126044.7589,0.135,94936.44796,0.135,59014.06143
0.136,184238.6689,0.136,163854.7414,0.136,139740.781,0.136,111103.5178,0.136,77490.81001,0.136,39560.25231,0.136,174463.2166,0.136,152315.0048,0.136,126031.502,0.136,94913.49297,0.136,58967.37397
0.137,184228.4901,0.137,163844.2303,0.137,139728.1742,0.137,111085.0036,0.137,77457.57185,0.137,39489.05296,0.137,174453.0183,0.137,152303.7558,0.137,126016.6242,0.137,94889.25781,0.137,58919.74055
0.138,184215.9646,0.138,163831.6252,0.138,139713.7651,0.138,111065.0189,0.138,77423.21678,0.138,39417.04736,0.138,174440.5951,0.138,152290.5535,0.138,126000.1054,0.138,94863.72884,0.138,58871.15621
0.139,184201.063,0.139,163816.8999,0.139,139697.532,0.139,111043.5472,0.139,77387.73568,0.139,39344.23649,0.139,174425.919,0.139,152275.3738,0.139,125981.9262,0.139,94836.89307,0.139,58821.61638
0.14,184183.7569,0.14,163800.0296,0.14,139679.4539,0.14,111020.5731,0.14,77351.11996,0.14,39270.62162,0.14,174408.9635,0.14,152258.1938,0.14,125962.0685,0.14,94808.73815,0.14,58771.11697
0.141,184164.0195,0.141,163780.9904,0.141,139659.511,0.141,110996.0816,0.141,77313.3616,0.141,39196.20434,0.141,174389.703,0.141,152238.9914,0.141,125940.5145,0.141,94779.25239,0.141,58719.65427
0.142,184141.825,0.142,163759.7597,0.142,139637.6845,0.142,110970.0589,0.142,77274.45316,0.142,39120.98657,0.142,174368.1133,0.142,152217.7458,0.142,125917.2478,0.142,94748.42479,0.142,58667.22507
0.143,184117.1492,0.143,163736.3159,0.143,139613.9563,0.143,110942.4916,0.143,77234.38778,0.143,39044.97051,0.143,174344.1714,0.143,152194.4372,0.143,125892.2526,0.143,94716.24507,0.143,58613.8266
0.144,184089.969,0.144,163710.639,0.144,139588.3098,0.144,110913.3674,0.144,77193.15918,0.144,38968.15871,0.144,174317.8557,0.144,152169.0469,0.144,125865.5141,0.144,94682.70366,0.144,58559.45655
0.145,184060.2631,0.145,163682.7098,0.145,139560.7291,0.145,110882.6749,0.145,77150.76172,0.145,38890.55402,0.145,174289.1458,0.145,152141.5576,0.145,125837.0185,0.145,94647.79175,0.145,58504.11311
0.146,184028.0113,0.146,163652.5107,0.146,139531.1996,0.146,110850.4034,0.146,77107.19039,0.146,38812.15962,0.146,174258.0228,0.146,152111.9528,0.146,125806.7532,0.146,94611.50126,0.146,58447.79493
0.147,183993.195,0.147,163620.0254,0.147,139499.7079,0.147,110816.5432,0.147,77062.44078,0.147,38732.97901,0.147,174224.4692,0.147,152080.2177,0.147,125774.7064,0.147,94573.82491,0.147,58390.50115
0.148,183955.7971,0.148,163585.2388,0.148,139466.2415,0.148,110781.0856,0.148,77016.50918,0.148,38653.01601,0.148,174188.4689,0.148,152046.3384,0.148,125740.8672,0.148,94534.75621,0.148,58332.23141
0.149,183915.8022,0.149,163548.1374,0.149,139430.7893,0.149,110744.0226,0.149,76969.39247,0.149,38572.27475,0.149,174150.0072,0.149,152010.3024,0.149,125705.2262,0.149,94494.28946,0.149,58272.98586
0.15,183873.1964,0.15,163508.7088,0.15,139393.3414,0.15,110705.3474,0.15,76921.08827,0.15,38490.75968,0.15,174109.071,0.15,151972.0987,0.15,125667.7747,0.15,94452.41977,0.15,58212.76513
0.151,183827.9672,0.151,163466.9424,0.151,139353.8889,0.151,110665.0541,0.151,76871.59481,0.151,38408.47558,0.151,174065.6488,0.151,151931.7173,0.151,125628.5052,0.151,94409.14309,0.151,58151.57038
0.152,183780.104,0.152,163422.8288,0.152,139312.4243,0.152,110623.1378,0.152,76820.91103,0.152,38325.42753,0.152,174019.7304,0.152,151889.1497,0.152,125587.4115,0.152,94364.45619,0.152,58089.40325
0.153,183729.5978,0.153,163376.36,0.153,139268.9414,0.153,110579.5943,0.153,76769.03654,0.153,38241.62092,0.153,173971.3074,0.153,151844.3888,0.153,125544.4882,0.153,94318.3567,0.153,58026.26591
0.154,183676.4411,0.154,163327.5298,0.154,139223.4351,0.154,110534.4209,0.154,76715.97165,0.154,38157.06146,0.154,173920.3727,0.154,151797.4287,0.154,125499.7313,0.154,94270.84308,0.154,57962.16104
0.155,183620.6282,0.155,163276.333,0.155,139175.9017,0.155,110487.6155,0.155,76661.71734,0.155,38071.75514,0.155,173866.9211,0.155,151748.2652,0.155,125453.1378,0.155,94221.91464,0.155,57897.09182
0.156,183562.1551,0.156,163222.7665,0.156,139126.3387,0.156,110439.1771,0.156,76606.27529,0.156,37985.70827,0.156,173810.9487,0.156,151696.8952,0.156,125404.7059,0.156,94171.57159,0.156,57831.06194
0.157,183501.0194,0.157,163166.8281,0.157,139074.745,0.157,110389.1059,0.157,76549.64789,0.157,37898.92745,0.157,173752.4535,0.157,151643.3171,0.157,125354.435,0.157,94119.81494,0.157,57764.07561
0.158,183437.2205,0.158,163108.5176,0.158,139021.1205,0.158,110337.403,0.158,76491.83819,0.158,37811.41955,0.158,173691.4348,0.158,151587.5307,0.158,125302.3255,0.158,94066.64661,0.158,57696.13753
0.159,183370.7595,0.159,163047.836,0.159,138965.4668,0.159,110284.0704,0.159,76432.84994,0.159,37723.19175,0.159,173627.8938,0.159,151529.5372,0.159,125248.3791,0.159,94012.06934,0.159,57627.25291
0.16,183301.6391,0.16,162984.7861,0.16,138907.7864,0.16,110229.1112,0.16,76372.6876,0.16,37634.25147,0.16,173561.8332,0.16,151469.3392,0.16,125192.5987,0.16,93956.08677,0.16,57557.42744
0.161,183229.8639,0.161,162919.3718,0.161,138848.0834,0.161,110172.5296,0.161,76311.35628,0.161,37544.60643,0.161,173493.2572,0.161,151406.9409,0.161,125134.9881,0.161,93898.70337,0.161,57486.66732
0.162,183155.4399,0.162,162851.599,0.162,138786.3629,0.162,110114.3307,0.162,76248.86178,0.162,37454.26458,0.162,173422.1718,0.162,151342.3475,0.162,125075.5527,0.162,93839.92445,0.162,57414.97922
0.163,183078.375,0.163,162781.4747,0.163,138722.6316,0.163,110054.5207,0.163,76185.21057,0.163,37363.23415,0.163,173348.5844,0.163,151275.566,0.163,125014.2985,0.163,93779.7562,0.163,57342.3703
0.164,182998.6789,0.164,162709.0076,0.164,138656.8971,0.164,109993.1066,0.164,76120.40978,0.164,37271.52358,0.164,173272.5042,0.164,151206.6045,0.164,124951.2331,0.164,93718.20561,0.164,57268.84818
0.165,182916.3626,0.165,162634.2077,0.165,138589.1685,0.165,109930.0966,0.165,76054.46719,0.165,37179.14159,0.165,173193.9418,0.165,151135.4726,0.165,124886.365,0.165,93655.28051,0.165,57194.42094
0.166,182831.439,0.166,162557.0868,0.166,138519.4561,0.166,109865.4998,0.166,75987.39124,0.166,37086.09707,0.166,173112.9094,0.166,151062.1812,0.166,124819.7038,0.166,93590.98956,0.166,57119.09711
0.167,182743.9226,0.167,162477.6578,0.167,138447.7714,0.167,109799.3262,0.167,75919.19097,0.167,36992.39917,0.167,173029.4208,0.167,150986.7425,0.167,124751.2602,0.167,93525.34219,0.167,57042.88567
0.168,182653.8294,0.168,162395.9351,0.168,138374.1271,0.168,109731.5868,0.168,75849.87608,0.168,36898.05722,0.168,172943.4913,0.168,150909.1703,0.168,124681.0461,0.168,93458.34866,0.168,56965.79603
0.169,182561.1772,0.169,162311.9346,0.169,138298.537,0.169,109662.2935,0.169,75779.45685,0.169,36803.08076,0.169,172855.1376,0.169,150829.4793,0.169,124609.0744,0.169,93390.01998,0.169,56887.83801
0.17,182465.985,0.17,162225.6735,0.17,138221.0163,0.17,109591.4592,0.17,75707.94416,0.17,36707.47948,0.17,172764.378,0.17,150747.6856,0.17,124535.3591,0.17,93320.36792,0.17,56809.02184
0.171,182368.2736,0.171,162137.1704,0.171,138141.5811,0.171,109519.0975,0.171,75635.34948,0.171,36611.26329,0.171,172671.2321,0.171,150663.8068,0.171,124459.915,0.171,93249.40501,0.171,56729.35815
0.172,182268.0653,0.172,162046.4451,0.172,138060.2488,0.172,109445.223,0.172,75561.68483,0.172,36514.44222,0.172,172575.7211,0.172,150577.8615,0.172,124382.7581,0.172,93177.1445,0.172,56648.85794
0.173,182165.3835,0.173,161953.5189,0.173,137977.0378,0.173,109369.8513,0.173,75486.96278,0.173,36417.02649,0.173,172477.8673,0.173,150489.8694,0.173,124303.9054,0.173,93103.60033,0.173,56567.53258
0.174,182060.2535,0.174,161858.4142,0.174,137891.9674,0.174,109292.9984,0.174,75411.19643,0.174,36319.02641,0.174,172377.6945,0.174,150399.8516,0.174,124223.3748,0.174,93028.78714,0.174,56485.39381
0.175,181952.7017,0.175,161761.1546,0.175,137805.0583,0.175,109214.6815,0.175,75334.3994,0.175,36220.45246,0.175,172275.2279,0.175,150307.8302,0.175,124141.185,0.175,92952.72023,0.175,56402.45368
0.176,181842.7557,0.176,161661.7649,0.176,137716.332,0.176,109134.9184,0.176,75256.58578,0.176,36121.3152,0.176,172170.4937,0.176,150213.8283,0.176,124057.3558,0.176,92875.41556,0.176,56318.72457
0.177,181730.4448,0.177,161560.2712,0.177,137625.8108,0.177,109053.7278,0.177,75177.77016,0.177,36021.62532,0.177,172063.5197,0.177,150117.8704,0.177,123971.9077,0.177,92796.88968,0.177,56234.21919
0.178,181615.7991,0.178,161456.7005,0.178,137533.5183,0.178,108971.1288,0.178,75097.96758,0.178,35921.39359,0.178,171954.3344,0.178,150019.9816,0.178,123884.8622,0.178,92717.15975,0.178,56148.95051
0.179,181498.8503,0.179,161351.0809,0.179,137439.4787,0.179,108887.1416,0.179,75017.19348,0.179,35820.63084,0.179,171842.9679,0.179,149920.1883,0.179,123796.2413,0.179,92636.24351,0.179,56062.9318
0.18,181379.631,0.18,161243.4417,0.18,137343.7172,0.18,108801.7867,0.18,74935.46377,0.18,35719.348,0.18,171729.451,0.18,149818.5176,0.18,123706.0682,0.18,92554.15923,0.18,55976.17657
0.181,181258.1749,0.181,161133.813,0.181,137246.2598,0.181,108715.0854,0.181,74852.79469,0.181,35617.55602,0.181,171613.8158,0.181,149714.9979,0.181,123614.3665,0.181,92470.92572,0.181,55888.69857
0.182,181134.5169,0.182,161022.2258,0.182,137147.1332,0.182,108627.0598,0.182,74769.2029,0.182,35515.26592,0.182,171496.0954,0.182,149609.658,0.182,123521.1606,0.182,92386.56227,0.182,55800.5118
0.183,181008.6928,0.183,160908.7123,0.183,137046.3651,0.183,108537.7322,0.183,74684.70539,0.183,35412.48872,0.183,171376.3237,0.183,149502.5278,0.183,123426.4756,0.183,92301.08864,0.183,55711.63045
0.184,180880.7395,0.184,160793.3051,0.184,136943.9836,0.184,108447.1257,0.184,74599.31946,0.184,35309.23549,0.184,171254.5357,0.184,149393.6379,0.184,123330.3373,0.184,92214.52505,0.184,55622.0689
0.185,180750.6946,0.185,160676.038,0.185,136840.0177,0.185,108355.2637,0.185,74513.06273,0.185,35205.51727,0.185,171130.7669,0.185,149283.0198,0.185,123232.7718,0.185,92126.89212,0.185,55531.84171
0.186,180618.5967,0.186,160556.9452,0.186,136734.497,0.186,108262.1705,0.186,74425.95311,0.186,35101.34513,0.186,171005.0541,0.186,149170.7053,0.186,123133.8062,0.186,92038.21085,0.186,55440.9636
0.187,180484.4851,0.187,160436.062,0.187,136627.4515,0.187,108167.8703,0.187,74338.00877,0.187,34996.73009,0.187,170877.4344,0.187,149056.7273,0.187,123033.4678,0.187,91948.50262,0.187,55349.44942
0.188,180348.4,0.188,160313.424,0.188,136518.912,0.188,108072.388,0.188,74249.24808,0.188,34891.68315,0.188,170747.946,0.188,148941.1191,0.188,122931.7845,0.188,91857.78914,0.188,55257.31416
0.189,180210.382,0.189,160189.0677,0.189,136408.9097,0.189,107975.7491,0.189,74159.68968,0.189,34786.21528,0.189,170616.6273,0.189,148823.9145,0.189,122828.7846,0.189,91766.09242,0.189,55164.57291
0.19,180070.4727,0.19,160063.0298,0.19,136297.4763,0.19,107877.979,0.19,74069.35237,0.19,34680.33739,0.19,170483.5178,0.19,148705.148,0.19,122724.4969,0.19,91673.43475,0.19,55071.24084
0.191,179928.714,0.191,159935.3479,0.191,136184.6439,0.191,107779.1036,0.191,73978.25513,0.191,34574.06032,0.191,170348.6572,0.191,148584.8544,0.191,122618.9505,0.191,91579.83868,0.191,54977.33322
0.192,179785.1485,0.192,159806.0599,0.192,136070.445,0.192,107679.1494,0.192,73886.41709,0.192,34467.39485,0.192,170212.0858,0.192,148463.0691,0.192,122512.1749,0.192,91485.32697,0.192,54882.86535
0.193,179639.8192,0.193,159675.2042,0.193,135954.9125,0.193,107578.1426,0.193,73793.8575,0.193,34360.35166,0.193,170073.8444,0.193,148339.8277,0.193,122404.1999,0.193,91389.9226,0.193,54787.8526
0.194,179492.7695,0.194,159542.8193,0.194,135838.0795,0.194,107476.1101,0.194,73700.59573,0.194,34252.94135,0.194,169933.9742,0.194,148215.1664,0.194,122295.0556,0.194,91293.64872,0.194,54692.31034
0.195,179344.0434,0.195,159408.9445,0.195,135719.9795,0.195,107373.0787,0.195,73606.65125,0.195,34145.17441,0.195,169792.5167,0.195,148089.1214,0.195,122184.7722,0.195,91196.5286,0.195,54596.25398
0.196,179193.6848,0.196,159273.619,0.196,135600.6462,0.196,107269.0756,0.196,73512.04355,0.196,34037.06122,0.196,169649.5137,0.196,147961.7294,0.196,122073.3803,0.196,91098.58566,0.196,54499.69891
0.197,179041.7384,0.197,159136.8823,0.197,135480.1134,0.197,107164.1279,0.197,73416.79221,0.197,33928.61201,0.197,169505.0074,0.197,147833.0272,0.197,121960.9105,0.197,90999.84341,0.197,54402.66051
0.198,178888.2486,0.198,158998.7743,0.198,135358.4152,0.198,107058.2629,0.198,73320.91683,0.198,33819.83693,0.198,169359.04,0.198,147703.0518,0.198,121847.3937,0.198,90900.32543,0.198,54305.15412
0.199,178733.2605,0.199,158859.3349,0.199,135235.5858,0.199,106951.5082,0.199,73224.437,0.199,33710.74594,0.199,169211.6541,0.199,147571.8405,0.199,121732.8607,0.199,90800.05533,0.199,54207.19504
0.2,178576.8189,0.2,158718.6042,0.2,135111.6594,0.2,106843.891,0.2,73127.37231,0.2,33601.34887,0.2,169062.8922,0.2,147439.4305,0.2,121617.3426,0.2,90699.05679,0.2,54108.79854
